Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
184,Rorestle,Swampmoorga,Swampmoorga County,Eartland,Grand Duchy of Eartland,阿诺（人类）,Embergrakecism,town,12378,6946.85,3299.77,-28.6,69.71,361,17°C,Lisbon (Portugal),,,citadel,walls,,,,{t1:or;charges:[{charge:ramHeadErased;t:sable;p:e;t2:azure;t3:sable;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Rorestle&population=12378&size=34&seed=1234182160184&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
185,Boulpass,Steameria,Steameria Earldom,Eartland,Grand Duchy of Eartland,阿诺（人类）,Embergrakecism,town,7999,7398.79,3229.2,-26.07,85.96,225,22°C,Guangzhou (China),,port,,,,,,{t1:argent;division:{division:perBend;t:sable;line:straight};ordinaries:[{ordinary:orle;t:azure}];shield:culture},https://watabou.github.io/city-generator/?name=Boulpass&population=7999&size=28&seed=1234182160185&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
186,Gloomhorn,Gloomhorn,Gloomhorn County,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,city,22149,8029.27,3556.8,-37.84,108.62,16,12°C,Paris (France),,port,,walls,,temple,shanty town,{t1:purpure;charges:[{charge:scissors;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Gloomhorn&population=22149&size=42&seed=1234182160186&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=1&style=natural&sea=0.92
187,Gahourg,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,9439,8317.5,1836.14,24,118.98,256,18°C,Barcelona (Spain),,,,,,,,{t1:purpure;charges:[{charge:mullet4;t:argent;p:abcpqh;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Gahourg&population=9439&size=30&seed=1234182160187&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
188,Klilm,Voh,Voh County,Bug,Duchy of Bug,狗头人（哥布林）,Old Gneabligzism,town,3830,3134.71,2583,-2.84,-67.32,144,29°C,Niamey (Niger),,,,,,,,{t1:pally-gules-argent;division:{division:perFess;t:or;line:straight};shield:culture},https://watabou.github.io/city-generator/?name=Klilm&population=3830&size=22&seed=1234182160188&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
189,Gurmurd,Gurmurd,Gurmurd Captaincy,Vreagab,Kingdom of Vreagab,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,10863,2774.84,1447.74,37.96,-80.26,49,9°C,Copenhagen (Denmark),,port,,,plaza,,,{t1:argent;charges:[{charge:billet;t:gules;p:def;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Gurmurd&population=10863&size=32&seed=1234182160189&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
190,Vorgin,Nadab,Nadab County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,village,1991,7530.4,2244.03,9.34,90.69,81,28°C,Bangkok (Thailand),,,,,,,,{t1:sable;charges:[{charge:mitre;t:or;p:beh;t2:or;t3:or;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1991&name=Vorgin&seed=1234182160190&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
191,Eszbiard,Eszbiard,Eszbiard County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,city,30805,3275.4,2149.45,12.74,-62.26,9,29°C,Niamey (Niger),,port,citadel,walls,plaza,temple,,{t1:or;division:{division:perFess;t:vert;line:dragonTeeth};shield:culture},https://watabou.github.io/city-generator/?name=Eszbiard&population=30805&size=47&seed=1234182160191&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=1&greens=1&temple=1&walls=1&shantytown=0&style=natural&sea=1.86
192,Bayan Agt,,,Neutrals,undefined,杜兰迪尔（人类）,杜兰迪尔（人类） Beliefs,city,14854,4259.06,3909.7,-50.52,-26.9,25,1°C,Arkhangelsk (Russia),,port,,walls,,,,{t1:gules;ordinaries:[{ordinary:terrace;t:argent;line:bevilled}];charges:[{charge:crossFormee2;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Bayan+Agt&population=14854&size=36&seed=1234182160192&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural&sea=1.99
193,Unyverara,Selfahoma,Selfahoma County,Karion,Protectorate of Karion,昆雅（精灵）,昆雅（精灵） Druidism,town,4647,7459.45,1356.88,41.23,88.14,121,5°C,Harbin (China),,,,,,,,{t1:gules;charges:[{charge:snail;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Unyverara&population=4647&size=23&seed=1234182160193&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
194,Lynead,Dretheas,Dretheas Barony,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,2424,6193.96,1477.54,36.89,42.65,289,6°C,Stockholm (Sweden),,,,,,,,{t1:gules;ordinaries:[{ordinary:pileInBend;t:argent}];charges:[{charge:cock;t:purpure;p:e;t2:purpure;t3:purpure;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Lynead&population=2424&size=18&seed=1234182160194&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
195,Rusthtown,Boulhallse,Boulhallse County,Milstar,Kingdom of Milstar,阿诺（人类）,Embergrakecism,village,1167,6881.22,3375.59,-31.33,67.35,484,15°C,Rome (Italy),,,,,,,,{t1:sable;ordinaries:[{ordinary:cross;t:argent;line:rayonne}];charges:[{charge:eagle;t:sable;p:beh;t2:argent;t3:sable;size:0.3}];shield:culture},https://watabou.github.io/village-generator/?pop=1167&name=Rusthtown&seed=1234182160195&width=1400&height=683&style=default&tags=highway%2Cfarmland%2Cno+square%2Cdense
196,Kinabunul,Hildhor,Hildhor County,Digez,Digezan League,尤顿（巨人）,Embergrakecism,town,11154,8513.82,2554.68,-1.82,126.04,1369,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:vert;ordinaries:[{ordinary:mount;t:or}];charges:[{charge:compassRose;t:or;p:bdf;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Kinabunul&population=11154&size=32&seed=1234182160196&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
197,Fruict,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,5665,2591.9,3452.39,-34.09,-86.83,4,17°C,Lisbon (Portugal),,,,,,,,{t1:azure;charges:[{charge:plough;t:argent;p:jln;t2:argent;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Fruict&population=5665&size=25&seed=1234182160197&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
198,Mythshele,Mythshele,Mythshele County,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,12164,6144.02,1684.55,29.45,40.85,400,13°C,Milan (Italy),,,,walls,,,,{t1:sable;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:lionPassant;t:gules;p:abc;t2:gules;t3:or;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Mythshele&population=12164&size=33&seed=1234182160198&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
199,Idhelm,Migez,Migez Earldom,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,尤顿（巨人） Druidism,village,1598,8985.12,3330.39,-29.7,142.98,36,18°C,Barcelona (Spain),,port,,,,,,{t1:vert;ordinaries:[{ordinary:label;t:argent}];charges:[{charge:mullet;t:argent;p:pqn;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1598&name=Idhelm&seed=1234182160199&width=1600&height=780&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
200,Khathozig,Yudhyrgu,Yudhyrgu County,Giruzar,Giruzar Empire,尤顿（巨人）,Embergrakecism,village,1588,8264.71,2871.38,-13.2,117.08,1681,18°C,Barcelona (Spain),,,,,,,,{t1:argent;charges:[{charge:ratRampant;t:gules;p:jeo;t2:gules;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1588&name=Khathozig&seed=1234182160200&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
201,Ilseri,Timyrang,Timyrang Earldom,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,1971,6175.32,1605.32,32.3,41.98,625,9°C,Copenhagen (Denmark),,,,,,,,{t1:masoned-gules-argent;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:canton;t:sable}];shield:culture},https://watabou.github.io/village-generator/?pop=1971&name=Ilseri&seed=1234182160201&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
202,Tuzakera,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1425,8384.57,2139.13,13.11,121.39,625,27°C,Mogadishu (Somalia),,,,,,,,{t1:gules;division:{division:perCross;t:or;line:indented};charges:[{charge:bookClosed;t:argent;p:j;t2:argent;t3:argent;size:0.6};{charge:palace;t:azure;p:l;size:0.6};{charge:dragonfly;t:gules;p:m;size:0.6;reversed:1};{charge:pike;t:argent;p:o;size:0.6}];shield:culture},https://watabou.github.io/village-generator/?pop=1425&name=Tuzakera&seed=1234182160202&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
203,Ozigrim,Yudgrimfa,Yudgrimfa County,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,village,1159,8008.86,2183.54,11.52,107.89,169,28°C,Bangkok (Thailand),,,,,,,,{t1:gules;ordinaries:[{ordinary:bendSinister;t:argent;line:straight}];charges:[{charge:roundel2;t:gules;p:lm;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=1159&name=Ozigrim&seed=1234182160203&width=1400&height=683&style=default&tags=highway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
204,Dhadog,Cloudgia,Cloudgia Landgrave,Vreagab,Kingdom of Vreagab,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,863,2852,1170.02,47.95,-77.48,4,-2°C,Fairbanks (Alaska),,port,,,,,,{t1:azure;charges:[{charge:dolphin;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=863&name=Dhadog&seed=1234182160204&width=1000&height=488&style=snow&tags=coast%2Chighway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
205,Yhalysa,Timyrang,Timyrang Earldom,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,town,5293,6046.49,1373.7,40.63,37.35,441,3°C,Tromsø (Norway),,,,,,,,{t1:vert;division:{division:perPale;t:argent;line:straight};charges:[{charge:crossClechy;t:or;p:e;divided:field;size:1.5};{charge:plaice;t:gules;p:e;divided:division;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Yhalysa&population=5293&size=24&seed=1234182160205&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
206,Cragmeaven,Hound,Hound Captaincy,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,town,7951,7702.42,3009.32,-18.16,96.87,64,28°C,Bangkok (Thailand),,port,,,,,,{t1:vert;division:{division:perChevronReversed;t:argent;line:embattledGhibellin};charges:[{charge:trefle;t:or;p:dfh;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Cragmeaven&population=7951&size=28&seed=1234182160206&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.12
207,Drunul,Shola,Shola Earldom,Giruzar,Giruzar Empire,尤顿（巨人）,尤顿（巨人） Druidism,town,12530,7232.47,2271.59,8.35,79.98,529,25°C,Miami (USA),,,,walls,,,,{t1:argent;ordinaries:[{ordinary:saltire;t:azure;line:seaWaves}];charges:[{charge:lute;t:argent;p:e;t2:argent;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Drunul&population=12530&size=34&seed=1234182160207&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
208,Chiaf,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,5347,2990.84,2990.24,-17.48,-72.49,36,28°C,Bangkok (Thailand),,,,,,,,{t1:argent;charges:[{charge:crescent;t:purpure;p:kn;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Chiaf&population=5347&size=24&seed=1234182160208&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
209,Nuron,Onq,Onq County,Brat,Principality of Brat,乌鲁克（兽人）,乌鲁克（兽人） Beliefs,village,1174,3131.99,1944.64,20.1,-67.42,1225,16°C,Dubrovnik (Croatia),,,,,,,,{t1:gules;charges:[{charge:anchor;t:argent;p:abcpqh;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1174&name=Nuron&seed=1234182160209&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
210,Brazadh,Brazadh,Brazadh Province,Engai,Republic of Engai,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,8914,1859.65,1702.82,28.8,-113.15,16,16°C,Dubrovnik (Croatia),,port,,,,,,{t1:sable;charges:[{charge:snake;t:or;p:jln;t2:or;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Brazadh&population=8914&size=30&seed=1234182160210&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.83
211,Fygli,Gneabsil,Gneabsil County,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,village,1567,1339.25,3326.03,-29.55,-131.86,9,20°C,Alexandria (Egypt),,,,walls,,,,{t1:ermine-argent-purpure;charges:[{charge:castle;t:gules;p:e;t2:gules;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1567&name=Fygli&seed=1234182160211&width=1600&height=780&style=default&tags=estuary%2Cdead+end%2Cno+square%2Cpalisade%2Cdense
212,Stroi,Iah,Iah Province,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,913,3450.04,2116.17,13.94,-55.98,36,28°C,Bangkok (Thailand),,port,,,,,,{t1:argent;charges:[{charge:peacockInPride;t:purpure;p:e;t2:purpure;t3:purpure;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=913&name=Stroi&seed=1234182160212&width=1000&height=488&style=default&tags=coast%2Chighway%2Cno+orchards%2Cno+square%2Cdense
213,Bulbruz,Drodh,Drodh Department,Engai,Republic of Engai,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1730,2461.33,1835.14,24.04,-91.52,484,17°C,Lisbon (Portugal),,,citadel,,,,,{t1:argent;charges:[{charge:bow;t:purpure;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1730&name=Bulbruz&seed=1234182160213&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
214,Shemlar,Teriar,Teriar Barony,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,937,6607.54,1365.33,40.93,57.52,400,3°C,Tromsø (Norway),,,,,,,,{t1:azure;charges:[{charge:tower;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=937&name=Shemlar&seed=1234182160214&width=1000&height=488&style=snow&tags=dead+end%2Cno+square%2Cdense
215,Kirguz,Kazdur,Kazdur Earldom,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,city,18477,1723.54,2765.15,-9.39,-118.05,9,29°C,Niamey (Niger),,,,walls,,,,{t1:argent;division:{division:perFess;t:gules;line:straight};shield:culture},https://watabou.github.io/city-generator/?name=Kirguz&population=18477&size=39&seed=1234182160215&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
216,Roceanshell,Cloudgia,Cloudgia Landgrave,Vreagab,Kingdom of Vreagab,戴尔（人类）,戴尔（人类） Spirits,town,10531,2647.73,1182.81,47.49,-84.82,36,1°C,Arkhangelsk (Russia),,port,,,,,,{t1:argent;division:{division:perPale;t:vert;line:straight};charges:[{charge:mascle;t:gules;p:p;size:0.7};{charge:crossPotent;t:or;p:q;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Roceanshell&population=10531&size=32&seed=1234182160216&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
217,Dulfald,Dulfald,Dulfald Land,Tolnarg,Grand Duchy of Tolnarg,尤顿（巨人）,Embergrakecism,village,1454,8305.53,2886.04,-13.73,118.55,2809,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;charges:[{charge:column;t:gules;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1454&name=Dulfald&seed=1234182160217&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
218,Lefdosa,Sylleluven,Sylleluven Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,village,930,5765.25,1461.4,37.47,27.24,400,6°C,Stockholm (Sweden),,,,,,,,{t1:fretty-argent-gules;division:{division:perFess;t:sable;line:straight};charges:[{charge:mullet6;t:vert;p:k;size:0.7};{charge:boat;t:or;p:n;size:0.7}];shield:culture},https://watabou.github.io/village-generator/?pop=930&name=Lefdosa&seed=1234182160218&width=1000&height=488&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
219,Nanar,Froth,Froth County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,town,4665,8929.6,1472.4,37.08,140.98,36,9°C,Copenhagen (Denmark),,,,,,,,{t1:gules;division:{division:perPale;t:argent;line:dancetty};charges:[{charge:tower;t:or;p:p;t2:or;size:0.7};{charge:drawingCompass;t:gules;p:q;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Nanar&population=4665&size=23&seed=1234182160219&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
220,Kyathlelie,Hethsalean,Hethsalean County,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,village,1184,5838.34,1612.47,32.04,29.87,225,12°C,Paris (France),,,,,,,,{t1:or;charges:[{charge:billet;t:sable;p:def;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1184&name=Kyathlelie&seed=1234182160220&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
221,Cleargar,Cleargar,Cleargar Earldom,Milstar,Kingdom of Milstar,阿诺（人类）,Embergrakecism,city,13481,6720.1,3427.57,-33.2,61.56,324,14°C,Washington (D.C.),,,,walls,,,,{t1:or;division:{division:perPale;t:vert;line:dragonTeeth};shield:culture},https://watabou.github.io/city-generator/?name=Cleargar&population=13481&size=35&seed=1234182160221&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
222,Prean,Bratliaq,Bratliaq Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,3961,2563.32,2568.31,-2.31,-87.86,169,28°C,Bangkok (Thailand),,port,citadel,,,,,{t1:azure;division:{division:perBend;t:argent;line:wavy};charges:[{charge:dolphin;t:or;p:l;t2:or;size:0.7};{charge:pineTree;t:gules;p:m;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Prean&population=3961&size=22&seed=1234182160222&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
223,Thult,Fel,Fel Governorate,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1867,2703.47,3102.59,-21.51,-82.82,121,26°C,Jakarta (Indonesia),,,,,,,,{t1:vert;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:inescutcheon;t:gules;p:abc;size:0.5};{charge:mullet6;t:argent;p:abc;size:0.25}];shield:culture},https://watabou.github.io/village-generator/?pop=1867&name=Thult&seed=1234182160223&width=1600&height=780&style=default&tags=river%2Chighway%2Cno+square%2Cdense
224,Eerindohil,Sylleluven,Sylleluven Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,village,1672,5623.45,1324.75,42.39,22.14,289,3°C,Tromsø (Norway),,,,,,,,{t1:or;charges:[{charge:helmetGreat;t:azure;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1672&name=Eerindohil&seed=1234182160224&width=1600&height=780&style=snow&tags=dead+end%2Cno+square%2Cdense
